gene_id_base	pct_samples_tpm_gt_0.1	mean_tpm_gene	gene_name	gene_type	chrom	gene_start	gene_end	strand	gene_length_abs	n_isoforms_gencode	n_protein_coding_isoforms	n_nmd_isoforms	n_distinct_tss	n_distinct_transcript_ends	sum_mean_tpm_transcripts	n_isoforms_in_tpm_file	n_isoforms_mean_tpm_gt_0.1	max_isoform_mean_tpm	n_isoforms_ge_10pct_of_max_isoform_mean	gene_length_model_exons_union	n_distinct_exons	n_exon_blocks_merged	cds_length_union_protein_coding	n_distinct_cds_exons	n_cds_exon_blocks_merged	cds_fraction_of_exonic_length	utr5_length_union_all_pc	utr3_length_union_all_pc	n_distinct_cds_start_positions	n_distinct_cds_end_positions	n_distinct_5prime_utr_only_terminal_exons	n_distinct_3prime_utr_only_terminal_exons	canonical_transcript_id	gene_length_canonical_exons_union	cds_length_canonical_union	utr5_length_canonical	utr3_length_canonical	n_exons_canonical	n_cds_exons_canonical	sum_tx_tpm_over_gene_tpm	frac_isoforms_mean_tpm_gt_0.1
ENSG00000188314	1.461988304093567	0.002532385964912281	OR7D1P	unprocessed_pseudogene	chr19	9235144	9236076	+	933	1	0	0	1	1	0.0009356725146198831	1	0	0.0009356725146198831	1	933	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000592739	933	0			1	0	0.3694825858238769	0.0
ENSG00000237521	1.7543859649122806	0.023078076023391812	OR7E24	protein_coding	chr19	9247344	9252625	+	5282	2	2	0	2	1	0.00982456140350877	2	0	0.009766081871345028	1	1870	3	2	1046	3	2	0.5593582887700534	259	565	2	1	0	0	ENST00000456448	1696	1017	114.0	565.0	1	1	0.425709725262654	0.0
ENSG00000180926	0.5847953216374269	0.0023669502923976612	OR7E18P	unprocessed_pseudogene	chr19	9261015	9261716	-	702	1	0	0	1	1	0.0	1	0	0.0	1	702	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000592589	702	0			1	0	0.0	0.0
ENSG00000290719	1.1695906432748537	0.04596295029239765	ENSG00000290719	lncRNA	chr19	9265316	9270356	-	5041	3	0	0	3	3	0.06380116959064328	3	0	0.028157894736842104	3	1489	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000743233	1358	0			2	0	1.3880999627910329	0.0
ENSG00000226480	0.5847953216374269	0.0029703888888888883	OR7H1P	unprocessed_pseudogene	chr19	9278448	9279369	-	922	1	0	0	1	1	0.000760233918128655	1	0	0.000760233918128655	1	922	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000448965	922	0			1	0	0.2559375039990236	0.0
ENSG00000196110	99.70760233918129	1.7927717573099426	ZNF699	protein_coding	chr19	9291140	9309838	-	18699	3	2	0	2	3	0.6851754385964914	3	1	0.6488596491228072	1	6758	9	6	1926	5	5	0.2849955608168097	494	4338	1	1	1	0	ENST00000591998	6758	1926	494.0	4338.0	6	5	0.38218776919187886	0.3333333333333333
ENSG00000267510	85.08771929824562	0.8737479122807014	ENSG00000267510	lncRNA	chr19	9291515	9294482	+	2968	1	0	0	1	1	0.0	1	0	0.0	1	405	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000591336	405	0			2	0	0.0	0.0
ENSG00000296819	2.631578947368421	0.01450890350877193	ENSG00000296819	lncRNA	chr19	9322428	9322882	+	455	1	0	0	1	1	0.011871345029239767	1	0	0.011871345029239767	1	455	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000742745	455	0			1	0	0.8182110400046756	0.0
ENSG00000188321	100.0	5.2858763801169575	ZNF559	protein_coding	chr19	9323772	9351162	+	27391	14	14	0	9	13	8.546169590643274	14	11	2.388508771929823	8	6783	31	7	2254	18	10	0.3323013415892673	1519	4671	6	9	7	0	ENST00000603380	4675	1614	255.0	2806.0	7	4	1.616793314121012	0.7857142857142857
ENSG00000283108	52.046783625730995	0.19789105263157888	ENSG00000283108	lncRNA	chr19	9325251	9407251	-	82001	9	0	0	7	9	0.30865497076023385	9	0	0.096812865497076	7	3230	19	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000773254	1047	0			4	0	1.559721708767037	0.0
ENSG00000270614	67.2514619883041	0.314045798245614	UBXN2AP1	processed_pseudogene	chr19	9348106	9348703	-	598	1	0	0	1	1	0.00029239766081871346	1	0	0.00029239766081871346	1	598	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000604303	598	0			1	0	0.0009310669413574843	0.0
ENSG00000188629	94.73684210526315	2.4606013011695884	ZNF177	protein_coding	chr19	9363013	9382617	+	19605	5	5	0	5	4	1.5177777777777772	5	4	0.79859649122807	4	2956	17	9	1485	8	6	0.5023680649526387	670	843	1	3	4	0	ENST00000683217	2606	1443	320.0	843.0	8	5	0.6168320633888706	0.8
ENSG00000300685	43.859649122807014	0.1690604064327487	ENSG00000300685	lncRNA	chr19	9406645	9408307	+	1663	2	0	0	2	2	0.015	2	0	0.008654970760233917	2	923	4	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000773409	667	0			2	0	0.08872568282844462	0.0
ENSG00000174652	100.0	14.312212915204675	ZNF266	protein_coding	chr19	9412429	9435573	-	23145	8	6	0	8	7	7.684415204678361	8	8	2.8064619883040938	6	5431	29	9	1848	7	6	0.34026882710366413	1513	849	2	1	6	0	ENST00000592904	3544	1848	847.0	849.0	11	6	0.5369131419582761	1.0
ENSG00000287275	19.5906432748538	0.07355211111111114	ENSG00000287275	lncRNA	chr19	9435582	9462529	+	26948	3	0	0	3	3	0.08026315789473679	3	0	0.049795321637426886	3	3633	8	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000690644	1099	0			4	0	1.0912420688168643	0.0
ENSG00000198028	19.883040935672515	0.37835434795321615	ZNF560	protein_coding	chr19	9466355	9498616	-	32262	2	1	0	2	2	0.15415204678362587	2	1	0.14894736842105277	1	2997	12	10	2370	8	8	0.7907907907907908	223	222	1	1	1	0	ENST00000301480	2815	2370	223.0	222.0	10	8	0.4074277132469663	0.5
ENSG00000267273	21.637426900584796	0.06809676023391815	ENSG00000267273	lncRNA	chr19	9498657	9510079	+	11423	1	0	0	1	1	0.0028070175438596493	1	0	0.0028070175438596493	1	677	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000589751	677	0			2	0	0.041221014541915145	0.0
ENSG00000287960	36.54970760233918	0.11304340350877197	ENSG00000287960	lncRNA	chr19	9507820	9514539	-	6720	1	0	0	1	1	0.04570175438596482	1	0	0.04570175438596482	1	2713	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000659036	2713	0			2	0	0.4042850176783508	0.0
ENSG00000260112	1.1695906432748537	0.006000704678362573	ENSG00000260112	processed_pseudogene	chr19	9518150	9519341	+	1192	1	0	0	1	1	8.771929824561403e-05	1	0	8.771929824561403e-05	1	1192	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000567299	1192	0			1	0	0.014618166190033238	0.0
ENSG00000130818	100.0	4.8649818625730985	ZNF426	protein_coding	chr19	9523223	9538645	-	15423	5	4	1	4	4	2.4712573099415205	5	3	1.8278947368421055	2	7546	14	7	1662	9	6	0.22024913861648557	746	5471	2	2	3	0	ENST00000253115	7104	1662	282.0	5160.0	8	6	0.5079684528637621	0.6
ENSG00000278611	97.36842105263158	2.294725611111113	ZNF426-DT	lncRNA	chr19	9538665	9539742	+	1078	5	0	0	5	2	1.540292397660819	5	3	1.0833040935672515	3	1078	8	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000653468	941	0			2	0	0.6712316235992175	0.6
ENSG00000197961	100.0	5.181105078947371	ZNF121	protein_coding	chr19	9560329	9584504	-	24176	3	3	0	3	3	1.9904970760233929	3	1	1.89295321637427	1	7246	10	6	1173	4	3	0.16188241788573005	462	5614	2	2	2	0	ENST00000320451	6987	1170	203.0	5614.0	4	2	0.3841838846526147	0.3333333333333333
ENSG00000171469	100.0	11.833081725146206	ZNF561	protein_coding	chr19	9604680	9621236	-	16557	21	6	4	13	21	10.6543567251462	21	14	4.267397660818715	6	6304	47	8	1489	14	6	0.2361992385786802	563	3982	3	5	5	0	ENST00000302851	4529	1458	197.0	2874.0	6	5	0.9003873185887726	0.6666666666666666
ENSG00000267106	100.0	2.3800167426900587	ZNF561-AS1	lncRNA	chr19	9620993	9674662	+	53670	31	0	0	26	25	4.164532163742691	31	11	0.7195906432748544	13	16215	61	9	0	0	0	0.0	0	0	0	0	0	0	ENST00000686891	460	0			4	0	1.7497911208118855	0.3548387096774194
ENSG00000171466	100.0	2.9809134795321626	ZNF562	protein_coding	chr19	9641807	9675100	-	33294	8	7	1	7	8	2.2895029239766083	8	6	0.719795321637427	8	13022	19	6	1278	11	5	0.09814160651205651	621	11287	2	5	7	0	ENST00000453372	12639	1278	216.0	11145.0	6	5	0.7680541349814463	0.75
ENSG00000291231	45.90643274853801	0.5024518011695902	ENSG00000291231	lncRNA	chr19	9678388	9735911	-	57524	23	0	0	15	15	1.299736842105263	23	4	0.3586257309941519	7	3916	39	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000779066	786	0			4	0	2.586789099133051	0.17391304347826086
ENSG00000239830	83.04093567251462	0.7148214327485379	RPS4XP22	processed_pseudogene	chr19	9683294	9684073	-	780	1	0	0	1	1	0.015643274853801167	1	0	0.015643274853801167	1	780	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000480755	780	0			1	0	0.021884171538690007	0.0
ENSG00000224689	1.1695906432748537	0.0033939444444444442	ZNF812P	transcribed_unprocessed_pseudogene	chr19	9689924	9694892	-	4969	1	0	0	1	1	0.01540935672514619	1	0	0.01540935672514619	1	1694	4	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000457674	1694	0			4	0	4.540250135905967	0.0
ENSG00000301507	45.02923976608187	0.3807102192982457	ENSG00000301507	lncRNA	chr19	9709653	9712165	+	2513	1	0	0	1	1	0.3040935672514621	1	1	0.3040935672514621	1	461	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000779403	461	0			2	0	0.798753361052379	1.0
ENSG00000277587	53.216374269005854	0.4089705175438595	ENSG00000277587	lncRNA	chr19	9721903	9722410	+	508	1	0	0	1	1	0.27298245614035094	1	1	0.27298245614035094	1	508	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000613300	508	0			1	0	0.6674868833572467	1.0
ENSG00000267490	7.894736842105263	0.046600260233918125	ENSG00000267490	unprocessed_pseudogene	chr19	9724008	9725086	-	1079	1	0	0	1	1	0.011257309941520468	1	0	0.011257309941520468	1	983	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000589783	983	0			2	0	0.2415718256724842	0.0
ENSG00000267612	36.84210526315789	0.17783494444444453	ENSG00000267612	lncRNA	chr19	9730853	9731943	+	1091	1	0	0	1	1	0.0025146198830409356	1	0	0.0025146198830409356	1	600	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000585880	600	0			2	0	0.014140189887294622	0.0
ENSG00000196605	99.70760233918129	2.2106941315789483	ZNF846	protein_coding	chr19	9751993	9793180	-	41188	12	7	1	12	12	3.9559064327485376	12	9	0.9331286549707599	9	5916	34	11	1599	11	5	0.27028397565922924	1343	3680	2	6	7	2	ENST00000397902	4255	1599	535.0	2121.0	6	5	1.7894408711905807	0.75
ENSG00000310457	14.619883040935672	0.038841681286549704	ENSG00000310457	lncRNA	chr19	9769211	9770118	-	908	1	0	0	1	1	0.002719298245614035	1	0	0.002719298245614035	1	657	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000849943	657	0			2	0	0.07000979760769747	0.0
ENSG00000267741	85.08771929824562	0.4308675116959066	UBE2L4	processed_pseudogene	chr19	9774497	9774960	+	464	1	0	0	1	1	0.03418128654970761	1	0	0.03418128654970761	1	464	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000587688	464	0			1	0	0.07933131559436707	0.0
ENSG00000266950	4.970760233918129	0.0712543918128655	ENSG00000266950	lncRNA	chr19	9793621	9802301	+	8681	1	0	0	1	1	0.04546783625730994	1	0	0.04546783625730994	1	408	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000590046	408	0			2	0	0.6381057377729297	0.0
ENSG00000127452	100.0	11.878083771929825	FBXL12	protein_coding	chr19	9810267	9827816	-	17550	13	10	3	11	12	9.209444444444443	13	8	4.177748538011694	4	2913	29	6	1363	13	4	0.46790250600755234	572	1651	2	8	3	2	ENST00000247977	1873	978	266.0	629.0	3	3	0.7753308211386852	0.6153846153846154
ENSG00000295613	99.70760233918129	2.3965627953216377	ENSG00000295613	lncRNA	chr19	9818846	9820528	+	1683	5	0	0	4	1	0.1930116959064327	5	1	0.10119883040935664	3	1008	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000731312	708	0			2	0	0.0805368823563536	0.2
ENSG00000200237	5.847953216374268	0.03292333918128655	SNORA70	snoRNA	chr19	9819954	9820094	+	141	1	0	0	1	1	0.0	1	0	0.0	1	141	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000363367	141	0			1	0	0.0	0.0
ENSG00000267119	0.0	0.0	RPL10P15	transcribed_processed_pseudogene	chr19	9820141	9820455	+	315	1	0	0	1	1	0.09459064327485381	1	0	0.09459064327485381	1	315	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000585756	315	0			1	0	inf	0.0
ENSG00000198258	100.0	458.5227309941525	UBL5	protein_coding	chr19	9827892	9830115	+	2224	8	4	0	6	5	605.5004970760237	8	8	558.2322514619887	1	1931	16	3	219	6	4	0.11341273951320559	184	133	1	2	4	0	ENST00000586895	407	219	78.0	110.0	5	4	1.3205463026079414	1.0
ENSG00000267289	63.1578947368421	0.2760116111111114	PIN1-DT	lncRNA	chr19	9829496	9835147	-	5652	4	0	0	4	3	0.14105263157894732	4	0	0.0692690058479532	3	1955	9	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000731112	823	0			4	0	0.511038760330141	0.0
ENSG00000127445	100.0	25.05148067251461	PIN1	protein_coding	chr19	9835257	9849689	+	14433	11	3	2	11	8	37.97923976608188	11	9	31.355409356725154	2	4577	30	3	542	9	5	0.1184181778457505	27	914	1	2	0	1	ENST00000247970	1009	489	27.0	493.0	4	4	1.5160477044277483	0.8181818181818182
ENSG00000105088	99.12280701754386	27.013455614035113	OLFM2	protein_coding	chr19	9853718	9936515	-	82798	5	3	1	5	4	18.97599415204678	5	4	7.867397660818709	3	2463	14	8	1497	10	7	0.607795371498173	461	471	3	1	1	0	ENST00000264833	1982	1362	149.0	471.0	6	6	0.7024645207622978	0.8
ENSG00000295575	15.497076023391813	0.07024027485380117	ENSG00000295575	lncRNA	chr19	9863149	9900513	+	37365	1	0	0	1	1	0.03029239766081872	1	0	0.03029239766081872	1	503	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000731017	503	0			3	0	0.4312682107789246	0.0
ENSG00000295554	12.280701754385964	0.04126117543859648	ENSG00000295554	lncRNA	chr19	9935886	9984620	+	48735	1	0	0	1	1	0.0021637426900584793	1	0	0.0021637426900584793	1	644	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000730923	644	0			2	0	0.05244016116987481	0.0
ENSG00000080573	99.70760233918129	25.46877164912282	COL5A3	protein_coding	chr19	9959561	10010504	-	50944	2	1	0	2	2	10.01301169590643	2	1	9.93690058479532	1	6783	69	66	5235	67	67	0.7717823971693941	119	853	1	1	0	0	ENST00000264828	6207	5235	119.0	853.0	67	67	0.39314859129656105	0.5
ENSG00000267650	86.8421052631579	1.7028709970760232	ENSG00000267650	lncRNA	chr19	9995997	9997163	+	1167	1	0	0	1	1	0.00023391812865497077	1	0	0.00023391812865497077	1	1167	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000592332	1167	0			1	0	0.00013736691097366061	0.0
ENSG00000080511	12.573099415204677	0.06251613450292397	RDH8	protein_coding	chr19	10013249	10022279	+	9031	4	3	0	4	4	0.04114035087719298	4	0	0.02324561403508772	2	2001	13	6	993	10	6	0.4962518740629685	204	676	3	2	0	0	ENST00000591589	1481	933	15.0	533.0	6	6	0.6580757304383364	0.0
ENSG00000299206	1.1695906432748537	0.004244450292397659	ENSG00000299206	lncRNA	chr19	10037546	10040230	+	2685	14	0	0	8	6	0.013450292397660818	14	0	0.004766081871345029	7	2685	28	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000761604	1566	0			6	0	3.168912690944213	0.0
ENSG00000167798	1.461988304093567	0.005043763157894737	C3P1	transcribed_unprocessed_pseudogene	chr19	10037803	10074135	+	36333	1	0	0	1	1	0.0013742690058479532	1	0	0.0013742690058479532	1	4954	39	39	0	0	0	0.0	0	0	0	0	0	0	ENST00000497718	4954	0			39	0	0.27246898056600505	0.0
ENSG00000291164	3.216374269005848	0.09784713157894734	C3P1	lncRNA	chr19	10041841	10074770	+	32930	35	0	0	24	9	7.543888888888888	35	15	2.0069298245614027	9	5283	73	29	0	0	0	0.0	0	0	0	0	0	0	ENST00000495140	3536	0			29	0	77.09872294827721	0.42857142857142855
ENSG00000130813	100.0	24.03483319883041	SHFL	protein_coding	chr19	10086122	10093252	+	7131	11	5	2	11	11	15.599883040935676	11	10	11.465146198830414	1	4341	32	6	951	19	10	0.21907394609536973	653	1054	4	3	2	0	ENST00000253110	1928	873	111.0	944.0	8	8	0.6490531018827626	0.9090909090909091
ENSG00000267387	92.69005847953217	1.8386663538011698	ENSG00000267387	lncRNA	chr19	10089032	10090377	-	1346	1	0	0	1	1	0.03450292397660816	1	0	0.03450292397660816	1	1346	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000589622	1346	0			1	0	0.018765190272437674	0.0
ENSG00000130812	100.0	8.993288374269012	ANGPTL6	protein_coding	chr19	10092338	10102678	-	10341	4	3	0	4	3	0.8352923976608189	4	2	0.5924269005847955	2	2063	12	6	1410	6	5	0.6834706737760543	162	254	1	1	2	0	ENST00000253109	1785	1410	121.0	254.0	6	5	0.09287953003383066	0.5
ENSG00000130810	100.0	14.616963187134491	PPAN	protein_coding	chr19	10106362	10112012	+	5651	8	5	0	8	8	11.590175438596493	8	6	4.210116959064326	4	2888	28	12	1422	18	13	0.49238227146814406	589	850	4	3	1	0	ENST00000253107	2302	1419	33.0	850.0	12	12	0.7929263616671002	0.75
ENSG00000209645	0.0	0.0	SNORD105	snoRNA	chr19	10107651	10107735	+	85	1	0	0	1	1	0.0	1	0	0.0	1	85	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000386910	85	0			1	0		0.0
ENSG00000238531	0.5847953216374269	0.0018972602339181286	SNORD105B	snoRNA	chr19	10109757	10109835	+	79	1	0	0	1	1	0.0	1	0	0.0	1	79	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000458770	79	0			1	0	0.0	0.0
ENSG00000244165	100.0	4.710401371345032	P2RY11	protein_coding	chr19	10111693	10115372	+	3680	2	1	0	2	2	2.429707602339181	2	2	1.7098830409356718	2	2140	4	3	1122	2	2	0.5242990654205607	29	637	1	1	0	0	ENST00000321826	1788	1122	29.0	637.0	2	2	0.5158175303531278	1.0
ENSG00000130811	100.0	254.9186859649123	EIF3G	protein_coding	chr19	10115014	10119918	-	4905	15	5	3	13	15	194.75008771929816	15	14	177.1484210526315	1	3489	43	8	966	22	13	0.2768701633705933	40	103	2	4	0	0	ENST00000253108	1103	960	40.0	103.0	11	11	0.7639694476775394	0.9333333333333333
ENSG00000130816	100.0	9.58002763450292	DNMT1	protein_coding	chr19	10133342	10231286	-	97945	52	13	9	43	32	12.8712865497076	52	22	3.2850292397660805	8	15379	128	43	5435	65	44	0.3534039924572469	1037	2276	4	10	5	0	ENST00000359526	5274	4896	54.0	324.0	41	41	1.343554219337641	0.4230769230769231
ENSG00000267534	99.41520467836257	11.672399002923981	S1PR2	protein_coding	chr19	10221433	10231331	-	9899	1	1	0	1	1	4.500029239766085	1	1	4.500029239766085	1	3643	2	2	1059	1	1	0.290694482569311	170	2414	1	1	1	0	ENST00000646641	3643	1059	170.0	2414.0	2	1	0.3855273657659244	1.0
ENSG00000264266	0.5847953216374269	0.0025535906432748536	MIR4322	miRNA	chr19	10230413	10230485	+	73	1	0	0	1	1	0.0	1	0	0.0	1	73	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000585009	73	0			1	0	0.0	0.0
ENSG00000266978	100.0	2.2584610643274843	LIMASI	lncRNA	chr19	10239048	10290813	-	51766	9	0	0	9	4	0.14529239766081872	9	0	0.050292397660818715	5	3028	19	11	0	0	0	0.0	0	0	0	0	0	0	ENST00000592893	918	0			3	0	0.0643324784100643	0.0
ENSG00000105364	100.0	22.393750175438598	MRPL4	protein_coding	chr19	10251901	10260055	+	8155	11	8	1	11	11	23.114736842105273	11	4	20.028567251461997	1	4080	32	6	1370	18	10	0.33578431372549017	420	1154	3	6	2	0	ENST00000253099	1218	933	40.0	245.0	9	9	1.0321958877373496	0.36363636363636365
ENSG00000294658	70.76023391812866	0.5903274883040938	ENSG00000294658	lncRNA	chr19	10269647	10270801	+	1155	1	0	0	1	1	0.2507894736842108	1	1	0.2507894736842108	1	1155	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000725057	1155	0			1	0	0.4248310957104242	1.0
ENSG00000090339	100.0	104.04541289473676	ICAM1	protein_coding	chr19	10271093	10286615	+	15523	5	3	0	4	5	50.229619883040975	5	3	49.672280701754424	1	3448	16	8	1596	10	7	0.462877030162413	67	1331	1	2	0	0	ENST00000264832	2967	1596	40.0	1331.0	7	7	0.48276630834132517	0.6
ENSG00000267607	100.0	31.108824999999992	ICAM4-AS1	lncRNA	chr19	10285797	10289326	-	3530	2	0	0	2	2	0.0015497076023391813	2	0	0.0015497076023391813	1	3530	3	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000724881	522	0			2	0	4.981569063888404e-05	0.0
ENSG00000105371	74.56140350877193	3.149457804093567	ICAM4	protein_coding	chr19	10286955	10288522	+	1568	3	3	0	3	3	1.5770467836257303	3	3	0.795467836257309	3	1439	8	2	907	6	3	0.6302988186240445	58	670	1	3	0	0	ENST00000380770	1290	813	58.0	419.0	3	3	0.5007359620998681	1.0
ENSG00000294674	9.35672514619883	0.01724047368421053	ENSG00000294674	lncRNA	chr19	10289327	10289934	+	608	1	0	0	1	1	0.0	1	0	0.0	1	250	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000725204	250	0			2	0	0.0	0.0
ENSG00000294616	16.374269005847953	0.0898476871345029	ENSG00000294616	lncRNA	chr19	10289411	10296778	-	7368	1	0	0	1	1	0.0004970760233918128	1	0	0.0004970760233918128	1	665	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000724727	665	0			2	0	0.005532429818117465	0.0
ENSG00000105376	46.198830409356724	0.8620350847953222	ICAM5	protein_coding	chr19	10289952	10296778	+	6827	5	2	0	5	5	0.4535672514619885	5	1	0.35415204678362594	2	3935	19	11	2772	12	11	0.7044472681067344	131	165	2	1	0	0	ENST00000221980	3029	2772	92.0	165.0	11	11	0.526158690593993	0.2
ENSG00000220201	83.62573099415205	0.9360510877192985	ZGLP1	protein_coding	chr19	10304803	10309880	-	5078	4	3	0	4	2	0.8886842105263159	4	3	0.41663742690058475	4	2431	10	4	819	6	5	0.33689839572192515	1451	291	2	1	1	0	ENST00000707000	1440	819	330.0	291.0	5	5	0.9493971239236604	0.75
ENSG00000267673	100.0	17.322623654970776	FDX2	protein_coding	chr19	10309916	10316015	-	6100	8	4	0	6	8	15.784093567251459	8	6	7.267192982456139	3	1500	21	3	603	8	6	0.402	403	573	2	2	2	0	ENST00000393708	1012	549	19.0	444.0	5	5	0.9111837722527769	0.75
ENSG00000161847	100.0	23.22304140350876	RAVER1	protein_coding	chr19	10316212	10333529	-	17318	7	1	1	7	7	5.352602339181287	7	3	4.829649122807018	1	6453	30	11	2217	14	13	0.34356113435611346	22	1245	1	1	0	0	ENST00000617231	3484	2217	22.0	1245.0	13	13	0.23048670698113488	0.42857142857142855
ENSG00000274425	100.0	19.531045526315786	ENSG00000274425	lncRNA	chr19	10333436	10336248	+	2813	1	0	0	1	1	0.6230409356725143	1	1	0.6230409356725143	1	2813	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000612689	2813	0			1	0	0.031900029869524386	1.0
ENSG00000076662	100.0	23.611786403508784	ICAM3	protein_coding	chr19	10333776	10339661	-	5886	13	2	2	11	9	22.087690058479524	13	7	11.158274853801164	4	2788	33	4	1641	11	7	0.5885939741750359	239	84	2	1	0	0	ENST00000160262	1735	1641	10.0	84.0	7	7	0.9354518832678084	0.5384615384615384
ENSG00000105397	100.0	14.212681111111118	TYK2	protein_coding	chr19	10350528	10380608	-	30081	35	9	10	21	20	21.863859649122812	35	21	10.111988304093568	4	8525	78	24	3561	42	27	0.4177126099706745	638	352	5	4	4	0	ENST00000525621	4243	3561	378.0	304.0	25	23	1.5383346377925973	0.6
ENSG00000105401	100.0	95.24507514619884	CDC37	protein_coding	chr19	10391090	10420121	-	29032	10	5	1	10	10	84.12368421052632	10	8	67.42763157894737	2	3085	35	10	1371	18	9	0.44440842787682333	328	690	3	4	1	0	ENST00000222005	1618	1134	63.0	421.0	8	8	0.8832339528463654	0.8
ENSG00000305060	100.0	44.08188190058479	ENSG00000305060	lncRNA	chr19	10391128	10391705	+	578	1	0	0	1	1	0.0013157894736842105	1	0	0.0013157894736842105	1	385	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000808233	385	0			2	0	2.9848759103607036e-05	0.0
ENSG00000065989	100.0	9.121277131578942	PDE4A	protein_coding	chr19	10416773	10469630	+	52858	9	6	1	9	8	5.05953216374269	9	5	4.185233918128655	1	6762	34	19	3357	23	20	0.4964507542147294	636	2012	6	2	1	0	ENST00000380702	4897	2658	227.0	2012.0	15	15	0.5546955860189787	0.5555555555555556
ENSG00000079999	100.0	48.271114912280716	KEAP1	protein_coding	chr19	10486125	10503558	-	17434	10	6	2	10	9	36.25456140350878	10	6	13.571725146198837	4	3573	24	10	1872	12	6	0.5239294710327456	757	530	2	4	5	0	ENST00000171111	2565	1872	163.0	530.0	6	5	0.75106119818014	0.6
ENSG00000267197	23.099415204678362	0.1265132777777778	ENSG00000267197	lncRNA	chr19	10490339	10491000	-	662	1	0	0	1	1	0.10812865497076023	1	1	0.10812865497076023	1	357	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000592671	357	0			2	0	0.8546822663206118	1.0
ENSG00000180739	72.80701754385966	2.1318472982456127	S1PR5	protein_coding	chr19	10512742	10517931	-	5190	3	3	0	3	3	0.9767836257309945	3	2	0.6075730994152049	2	2803	6	3	1260	3	2	0.44951837317160187	485	1076	2	2	2	0	ENST00000333430	2338	1194	68.0	1076.0	2	1	0.4581864876226506	0.6666666666666666
ENSG00000130734	100.0	20.462356432748535	ATG4D	protein_coding	chr19	10543895	10553418	+	9524	12	6	5	11	10	16.010760233918123	12	9	6.805877192982454	5	2278	34	7	1581	27	8	0.6940298507462687	187	354	6	4	0	0	ENST00000309469	1963	1422	187.0	354.0	10	10	0.7824494840825883	0.75
ENSG00000238364	0.29239766081871343	0.0018094269005847954	RNU7-140P	snRNA	chr19	10551033	10551092	-	60	1	0	0	1	1	0.0	1	0	0.0	1	60	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000459546	60	0			1	0	0.0	0.0
ENSG00000221410	0.5847953216374269	0.002169251461988304	MIR1238	miRNA	chr19	10552122	10552204	+	83	1	0	0	1	1	0.0	1	0	0.0	1	83	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000408483	83	0			1	0	0.0	0.0
ENSG00000129347	100.0	23.080178654970755	KRI1	protein_coding	chr19	10553085	10566031	-	12947	16	5	1	13	14	9.444561403508768	16	8	5.103333333333332	3	4254	46	12	2127	26	19	0.5	294	869	4	4	1	0	ENST00000312962	2989	2109	11.0	869.0	19	19	0.4092065986445344	0.5
